A,B,C,D,E
VLE,BRIANZA,36,2263,2
VIA,EUSTACHI BARTOLOMEO,13,2165,3
VLE,TIBALDI,10,5234,5
VIA,PEPE GUGLIELMO,38,1126,9
PZA,MONTI GIOSIA,2,6332,7
VIA,ORTI,35,4031,1
VIA,INGANNI ANGELO,83,6672,6
VIA,CICERI VISCONTI LAURA,8,3220,4
VIA,RINUCCINI OTTAVIO,1,2294,2
VLE,LOMBARDIA,96,2400,3
VIA,MARGHERA,24,6280,7
VIA,SANSOVINO,33,2213,3
CSO,LODI,84,4068,4
VIA,ZUMBINI BONAVENTURA,46,5302,6
VIA,ORNATO LUIGI,74,1591,9
VIA,PORPORA NICOLA ANTONIO,132,2229,3
PZA,OBERDAN GUGLIELMO,3,2108,3
VIA,SLATAPER SCIPIO,17,1348,2
CSO,DI PORTA ROMANA,40,402,1
VIA,DEGLI ETRUSCHI,2,3227,4
VIA,GRASSELLI ANNIBALE,4,3268,4
VIA,SOLARI ANDREA,6,5111,6
VIA,SANZIO RAFFAELLO,14,6283,7
VLE,UMBRIA,25,3145,4
ALZ,NAVIGLIO PAVESE,6,5161,6
VIA,LEGNONE,34,1298,9
VIA,TIRSO,2,4230,5
VIA,BENACO,17,4143,4
VIA,WATT GIACOMO,32,5292,6
VIA,LOMBARDINI ELIA,1,5146,6
VIA,MONTI VINCENZO,26,6155,1
CSO,SEMPIONE,88,7137,8
VIA,SARPI FRA' PAOLO,42,7210,8
VIA,STRAMBIO GAETANO,6,3168,3
VIA,FELTRE,27,2652,3
VLE,MARTINI ENRICO,9,4175,4
VLE,MONTE NERO,48,3062,4
PZA,BORROMEO,5,631,1
VIA,ARGELATI FILIPPO,12,5152,6
VIA,DELLE FORZE ARMATE,353,6643,7
VIA,FERRIERI ENZO,16,6367,7
VIA,GHERARDINI GIOVANNI,2,7140,1
VIA,ROCCA D'ANFO,4,1556,9
VIA,SAN PROSPERO,4,721,1
VIA,SCHERILLO MICHELE,6,1569,9
VIA,SOLARI ANDREA,1,5111,6
VIA,CADORE,31,3077,4
VIA,MONTEGANI LODOVICO,62,5330,5
VIA,MAZZALI GUIDO,5,2088,3
VIA,PISANI VITTOR,14,1201,2
CSO,LODI,12,4068,5
VIA,VINCENZO DA SEREGNO,45,1557,9
VIA,ROMANO GIULIO,15,4057,5
VLE,CONI ZUGNA,54,5110,6
VIA,CASTEL MORRONE,19,3185,3
VIA,ZURETTI GIANFRANCO,55,1216,2
VIA,SALUTATI COLUCCIO,17,6197,7
VIA,LEGNANO,18,7082,1
CSO,VERCELLI,8,6193,7
ALZ,NAVIGLIO GRANDE,36,5144,6
ALZ,NAVIGLIO GRANDE,54,5144,6
BST,DI PORTA VOLTA,5,1066,1
CSO,DI PORTA ROMANA,103,402,1
CSO,DI PORTA ROMANA,120,402,1
CSO,DI PORTA TICINESE,69,541,1
CSO,DI PORTA TICINESE,6,541,1
CSO,DI PORTA VIGENTINA,31,4026,1
CSO,GARIBALDI GIUSEPPE,9,1010,1
CSO,GENOVA,3,5164,1
CSO,LODI,4,4068,5
CSO,LODI,70,4068,4
VLE,CORSICA,3,3262,4
CSO,MONFORTE,16,348,1
CSO,SEMPIONE,3,7137,1
CSO,SEMPIONE,88,7137,8
CSO,VENEZIA,31,238,1
LGO,LA FOPPA,5,1033,1
PLE,CANTORE ANTONIO,3,5103,1
PLE,GIOVANNI DALLE BANDE NERE,9,6614,6
PLE,MORANDI RODOLFO,2,2091,1
PZA,BELFANTI SERAFINO,6,5270,6
PZA,DE ANGELI ERNESTO,1,6276,7
PZA,DEI MERCANTI,17,546,1
PZA,DEL LIBERTY,8,98,1
PZA,DIAZ ARMANDO,5,339,1
PZA,EMILIA,4,3113,4
PZA,MONTE TITANO,4,2654,3
PZA,VIRGILIO,3,6160,1
VIA,ALEARDI ALEARDO,22,7209,8
VIA,ALGAROTTI FRANCESCO,20,1161,2
VIA,AMEDEI,1,529,1
VIA,AMEDEI,8,529,1
VIA,ANGELO DELLA PERGOLA,4,1137,9
VIA,APPIANI ANDREA,9,1050,1
VIA,ARCHIMEDE,43,3086,4
VIA,ARIMONDI GIUSEPPE,1,7179,8
VIA,ATENE,2,2371,2
VIA,BASSI UGO,8,1143,9
VIA,BATTISTOTTI SASSI LUISA,11,3273,4
VIA,BEATO ANGELICO,29,3204,3
VIA,BELLOTTI FELICE,4,3070,3
VIA,BENSI GIOVANNI,12,6857,6
VIA,BERGOGNONE AMBROGIO DA FOSSANO,16,5130,6
VIA,BERTELLI LUIGI,4,2358,2
VIA,BOCCACCIO GIOVANNI,4,6158,1
VIA,BONGHI RUGGERO,12,5247,5
VIA,BONNET NINO,7,1109,9
VIA,BORSIERI PIETRO,27,1128,9
VIA,BOTTA CARLO,4,4069,4
VIA,BROGGI GIUSEPPE,5,2150,3
VIA,BUONARROTI MICHELANGELO,16,6253,7
VIA,CADORE,15,3077,4
VIA,CAPOLAGO,1,3293,4
VIA,CASTALDI PANFILO,27,2119,3
VIA,CASTALDI PANFILO,33,2119,3
VIA,CASTALDI PANFILO,4,2119,2
VIA,CAVRIANA,26,3317,4
VIA,CENISIO,40,7184,8
VIA,CHIETI,1,7193,8
VIA,CIOVASSO,4,127,1
VIA,COLA DI RIENZO,57,6094,6
VIA,COLONNETTA,5,3017,1
VIA,CONCA DEL NAVIGLIO,10,5180,1
VIA,CONCA DEL NAVIGLIO,37,5180,1
VIA,COPERNICO NICOLO',12,1204,2
VIA,CORSICO,1,5157,6
VIA,CREMOSANO MARCO,41,6429,8
VIA,CRESPI PIETRO,11,2296,2
VIA,DE AMICIS EDMONDO,34,574,1
VIA,DE ANDREIS LUIGI,13,3272,4
VIA,DE CRISTOFORIS CARLO,2,1120,9
VIA,DEI GIGLI,14,6678,6
VIA,DELLA COMMENDA,33,3146,1
VIA,DELLA MOSCOVA,39,1016,1
VIA,DELL' ORSO,1,123,1
VIA,DELL' ORSO,4,123,1
VIA,DELL' UNIONE,8,521,1
VIA,DELLE FORZE ARMATE,103,6643,7
VIA,DI TOCQUEVILLE ALESSIO,13,1703,9
VIA,DOLCI CARLO,28,6555,7
VIA,DONATELLO,9,2214,3
VIA,ELBA,30,6243,7
VIA,EUSTACHI BARTOLOMEO,48,2165,3
VIA,FARA GUSTAVO,17,1183,9
VIA,FARA GUSTAVO,23,1183,9
VIA,FATEBENEFRATELLI,30,144,1
VIA,FERRUCCI FRANCESCO,16,7150,8
VIA,FINOCCHIARO APRILE,11,2120,2
VIA,FONTANESI ANTONIO,2,6654,7
VIA,FOPPA VINCENZO,40,6109,7
VIA,FRA' GALGARIO,4,6607,7
VIA,GADAMES,107,7423,8
VIA,GAFFURIO FRANCHINO,1,2138,3
VIA,GALVANI LUIGI,12,1179,2
VIA,GIOVANNI DA PROCIDA,27,7151,8
VIA,GONZAGA MAURIZIO,5,344,1
VIA,GONZAGA MAURIZIO,6,344,1
VIA,GRASSI GIOVANNI BATTISTA,67,7465,8
VIA,GRAZIANO IMPERATORE,35,1524,9
VIA,LAZZARETTO,8,2112,3
VIA,LUDOVICO DI BREME,9,7396,8
VIA,MANARA LUCIANO,13,3054,1
VIA,MANIN DANIELE,7,1052,1
VIA,MANTOVA,12,4217,5
VIA,MARCELLO BENEDETTO,34,2128,3
VIA,MARCELLO BENEDETTO,93,2128,3
VIA,MARCO D'OGGIONO,6,5166,1
VIA,MARGHERA,43,6280,7
VIA,MARINO TOMMASO,7,204,1
VIA,MARINO TOMMASO,7,204,1
VLE,CORSICA,12,3262,4
VIA,MELLONI MACEDONIO,18,3085,4
VIA,MERAVIGLI,3,614,1
VIA,MESSINA,4,7211,8
VIA,MILAZZO,6,1034,1
VIA,MONTEGANI LODOVICO,5,5330,5
VIA,MONTI VINCENZO,34,6155,1
VIA,MUZIO SCEVOLA,11,2663,3
VIA,NIEVO IPPOLITO,33,6354,8
VIA,NOVARA,147,6624,7
VIA,OLMETTO,21,553,1
VIA,ORNATO LUIGI,8,1591,9
VIA,PADOVA,100,2275,2
VIA,PALANZONE,26,1600,9
VIA,PALAZZI LAZZARO,24,2171,3
VIA,PALAZZI LAZZARO,5,2171,3
VIA,PALERMO,11,1025,1
VIA,PALERMO,15,1025,1
VIA,PANTANO,8,334,1
VIA,PARAVIA PIER ALESSANDRO,26,6571,7
VIA,PARENZO,6,5367,6
VIA,PATTARI,5,304,1
VIA,PERGOLESI GIOVANNI BATTISTA,19,2231,3
VIA,PETITTI CARLO ILARIONE,11,7161,8
VIA,PICHI MARIO,8,5236,6
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,4,2235,3
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,9,2235,3
VIA,PIERO DELLA FRANCESCA,40,7188,8
VIA,PINEROLO,76,6745,7
VIA,POLONIA,3,7505,8
VIA,POMA CARLO,9,3090,4
VIA,POMPONAZZI PIETRO,9,5246,5
VIA,PORLEZZA,2,611,1
VIA,PORRONE BASSANO,4,110,1
VIA,PRINA GIUSEPPE,17,7135,8
VIA,PRINCIPE EUGENIO,15,7223,8
VIA,PROCACCINI GIULIO CESARE,37,7204,8
VIA,PUCCINI GIACOMO,2,607,1
VIA,REMBRANDT,27,6618,7
VIA,RIPAMONTI GIUSEPPE,21,4066,5
VIA,RIPAMONTI GIUSEPPE,337,4066,5
VIA,RISMONDO FRANCESCO,16,6756,7
VIA,ROSMINI ANTONIO,13,7132,1
VIA,ROTTOLE,60,2517,2
VIA,ROVETTA GEROLAMO,17,2333,2
VIA,RUBENS PIETRO,24,6597,7
VIA,SABATELLI LUIGI,1,7243,8
VIA,SAN DIONIGI,21,4290,4
VIA,SANGALLO,41,3208,3
VIA,SAN MARCO,29,1036,1
VIA,SAN MARCO,38,1036,1
VIA,SAN VITTORE,6,647,1
VIA,SAVONA,10,5122,6
VIA,SCHIEVANO ENRICO,10,5276,6
VIA,SELLA QUINTINO,2,724,1
VIA,SENATO,5,236,1
VIA,SETTALA LODOVICO,2,2111,3
VIA,SFORZA FRANCESCO,14,330,1
VIA,SIGNORELLI LUCA,9,7208,8
VIA,SIMONETTA CICCO,17,5168,1
VIA,SOLFERINO,12,1028,1
VIA,SOLFERINO,12,1028,1
VIA,SOLFERINO,25,1028,1
VIA,SOLFERINO,33,1028,1
VIA,TADINO ALESSANDRO,2,2109,3
VIA,LAGRANGE GIUSEPPE,15,5205,5
VIA,TARCHETTI IGINIO UGO,2,1060,1
VIA,TARRA GIULIO,6,1198,2
VIA,TARVISIO,25,1399,2
VIA,TIEPOLO GIAN BATTISTA,54,3126,3
VIA,TOFANE,5,1414,2
VIA,TOLSTOI LEONE,56,5133,6
VIA,TURATI FILIPPO,38,1053,1
VIA,VARANINI LUIGI,9,2288,2
VIA,VARESINA,215,7290,8
VIA,VARESINA,75,7290,8
VIA,VENIERO SEBASTIANO,2,6423,8
VIA,VENINI GIULIO E CORRADO,59,2258,2
VIA,VERRO BERNARDINO,2,4223,5
VIA,WASHINGTON GIORGIO,106,6111,6
VIA,WASHINGTON GIORGIO,74,6111,7
VIA,ZAMBELETTI LODOVICO,4,2160,3
VLE,BEZZI ERGISTO,79,6272,7
VLE,CASSIODORO,5,6359,8
VLE,CERTOSA,119,7174,8
VLE,CERTOSA,15,7174,8
VLE,CERTOSA,288,7174,8
VLE,CERTOSA,298,7174,8
VLE,CERTOSA,63,7174,8
VLE,DORIA ANDREA,44,2230,3
VLE,GIAN GALEAZZO,6,5196,5
VLE,JENNER EDOARDO,14,1230,9
VLE,LOMBARDIA,32,2400,3
VLE,MONTE GRAPPA,18,1101,9
VLE,MONTE NERO,25,3062,1
VLE,MONTE NERO,63,3062,1
VLE,MONZA,150,2274,2
VLE,MONZA,256,2274,2
VLE,MONZA,57,2274,2
VLE,MONZA,7,2274,2
VLE,PASUBIO,8,1112,9
VLE,PIAVE,38,2179,3
VLE,PIAVE,42,2179,3
VLE,PREMUDA,46,3063,4
VLE,SERRA RENATO,52,6426,8
VLE,TEODORICO,26,7160,8
VLE,TESTI FULVIO,177,1441,9
VLE,TESTI FULVIO,300,1441,9
VLE,TESTI FULVIO,5,1441,9
VLE,UMBRIA,50,3145,4
VLE,ZARA,87,1170,9
VLO,FIORI,2,138,1
CSO,COMO,10,1111,9
VIA,F.LLI INDUNO,1,7217,8
VIA,TUCIDIDE,56,3251,3
VLE,MONZA,90,2274,2
VIA,DEGLI ASSERETO,19,1159,2
VLE,ABRUZZI,88,2177,3
VIA,PANIZZA BARTOLOMEO,10,6208,7
PZA,DELLA REPUBBLICA,13,1055,2
VIA,NENNI PIETRO,5,2630,2
VIA,NOVARA,342,6624,7
VIA,MASACCIO,19,6420,8
VLE,ABRUZZI,21,2177,3
VIA,GOVONE GIUSEPPE,18,7222,8
CSO,ITALIA,26,526,1
VIA,PILO ROSOLINO,7,2189,3
VIA,BORGESE GIUSEPPE ANTONIO,14,7376,8
VIA,F.LLI RIZZARDI,25,6736,8
VIA,BROGGI GIUSEPPE,13,2150,3
VIA,ALMERICO DA SCHIO,1,5391,6
CSO,LODI,71,4068,4
VIA,RUBATTINO RAFFAELE,2,2686,3
VIA,PAPI LAZZARO,19,4071,4
VLE,UMBRIA,50,3145,4
VIA,CAMPAZZINO,14,4251,5
VIA,BOIARDO MATTEO MARIA,20,2323,2
VIA,MESSINA,8,7211,8
VLE,TROYA CARLO,22,5140,6
CSO,SEMPIONE,41,7137,8
VLE,MONTE NERO,73,3062,1
PZA,BELGIOIOSO,2,232,1
VIA,ARNALDO DA BRESCIA,5,1151,9
VIA,DEGLI ARCIMBOLDI,2,522,1
VIA,VENINI GIULIO E CORRADO,90,2258,2
CSO,EUROPA,12,300,1
VIA,FOSCOLO UGO,1,205,1
VIA,MONTE BIANCO,54,6392,8
VLE,CERTOSA,228,7174,8
VIA,CORRIDONI FILIPPO,1,3020,1
PLE,SUSA,1,3101,3
VIA,TEODOSIO,6,2550,3
VIA,CALVI PIETRO,5,3083,4
VIA,ORISTANO,14,2461,2
VIA,VALLISNERI ANTONIO,2,2582,3
VIA,SERIO,14,4130,5
VIA,PIRANESI GIOVANNI BATTISTA,44,3263,4
VIA,DELLA MOSCOVA,7,1016,1
VIA,POLA,2,1156,2
VIA,BROLETTO,18,720,1
VIA,BEATO ANGELICO,27,3204,3
VIA,FOSCOLO UGO,3,205,1
CSO,ITALIA,16,526,1
VIA,SANZIO RAFFAELLO,24,6283,7
VIA,VALLA LORENZO,25,5336,5
VIA,TERRAGGIO,20,644,1
VIA,DEGLI ARTARIA,3,1493,9
VIA,BONGHI RUGGERO,11,5247,5
VIA,BREDA ERNESTO,29,2342,2
VIA,WASHINGTON GIORGIO,66,6111,7
VIA,DEGLI IMBRIANI,14,1266,9
PTA,GIORDANO UMBERTO,1,345,1
VLE,LOMBARDIA,64,2400,3
VIA,CUSANI,13,719,1
VIA,CORNALIA EMILIO,2,1182,9
PZA,ERCULEA,9,409,1
VIA,SOLFERINO,48,1028,1
VIA,POLIZIANO,1,7196,8
PZA,SEMPIONE,8,7111,1
VIA,PILO ROSOLINO,14,2189,3
VIA,SOLARI ANDREA,7,5111,6
VIA,LEONCAVALLO RUGGERO,16,2389,3
VIA,TEODOSIO,102,2550,3
VIA,MARTIRI OSCURI,19,2291,2
VIA,SCHIAPARELLI GIOVANNI,1,1211,2
VIA,SCHIAFFINO SIMONE,21,1468,9
VIA,LORENTEGGIO,157,5132,6
VIA,CALDERA,21,6302,7
PZA,BECCARIA CESARE,6,306,1
VIA,TARTINI GIUSEPPE,13,1501,9
CSO,VITTORIO EMANUELE II,24,214,1
VIA,SCALVINI GIOVITA,10,1265,9
VIA,HUGO VICTOR,4,548,1
PTA,PATTARI,2,299,1
VIA,TRIVULZIO ANTONIO TOLOMEO,2,6277,7
VIA,VALLAZZE,74,2250,3
VLE,VITTORIO VENETO,8,2107,3
VIA,SIRTORI GIUSEPPE,26,2180,3
VIA,FARINI CARLO,71,1114,9
VIA,GALLURA,11,4256,5
VIA,SACCO LUIGI,9,6275,7
PLE,AQUILEIA,12,6205,7
VIA,SARPI FRA' PAOLO,3,7210,1
VIA,ALTAGUARDIA,2,4058,5
VLE,MONZA,61,2274,2
VIA,PIETRASANTA,14,4227,5
ALZ,NAVIGLIO GRANDE,14,5144,6
VIA,LORENTEGGIO,210,5132,6
VIA,TERRAGGIO,20,644,1
PLE,CADORNA LUIGI,2,601,1
VIA,PIOPPETTE,3,536,1
VIA,CANONICA LUIGI,45,7121,1
VIA,TURATI FILIPPO,7,1053,1
VLE,MONZA,44,2274,2
VLE,SABOTINO,1,4046,5
CSO,GENOVA,25,5164,1
VIA,GALILEI GALILEO,2,1102,2
VIA,ZUCCOLI LUCIANO,8,1254,2
VIA,FARA GUSTAVO,28,1183,2
VIA,ALCUINO,1,7165,8
VIA,GIULINI GIORGIO,2,613,1
PZA,SCOLARI ROSA,3,6579,8
VIA,D'ADDA CARLO,11,5272,6
VIA,SCARLATTI DOMENICO,3,2136,3
VIA,LAGHETTO,2,326,1
VIA,SAVONA,17,5122,6
VIA,STAZIO CECILIO,18,2280,2
VIA,CALVAIRATE,4,3225,4
VIA,LORENTEGGIO,269,5132,6
VIA,CASATI FELICE,12,2122,3
VLE,COL DI LANA,4,5198,5
VIA,FRIULI,88,3199,4
VIA,BUSCHI AVERARDO,20,2575,3
VIA,PONTE SEVESO,31,1203,2
VLE,MONTE NERO,21,3062,1
VIA,DEGLI SCIPIONI,3,2174,3
VIA,FATEBENEFRATELLI,21,144,1
VIA,SCARLATTI DOMENICO,33,2136,2
PZA,DELLA REPUBBLICA,17,1055,2
VIA,IMBONATI CARLO,12,1311,9
VIA,FINOCCHIARO APRILE,2,2120,2
VIA,SENATO,7,236,1
VIA,MARCO D'AGRATE,13,4276,5
VIA,THAON DI REVEL GENOVA,9,1172,9
VIA,PANTALEONI MAFFEO,10,1291,9
VIA,ORTICA,10,3242,3
VIA,LARGA,8,318,1
VLE,MONTE GRAPPA,6,1101,9
VIA,GIAMBELLINO,56,5136,6
VIA,PONTE VECCHIO,6,2487,2
VLE,BEZZI ERGISTO,86,6272,7
VIA,LICURGO,20,2351,2
VIA,ARGELATI FILIPPO,1,5152,6
VIA,GONZAGA MAURIZIO,4,344,1
VIA,GALLARATE,122,7420,8
VIA,LOCATELLI ANTONIO,1,1191,2
VLE,MONTE GRAPPA,2,1101,9
VIA,CURTATONE,5,4034,1
PZA,MIRABELLO CARLO,5,1038,1
VLE,PASUBIO,12,1112,9
VIA,SENIGALLIA,6,1708,9
VIA,SANTA RADEGONDA,3,208,1
VIA,ANFOSSI AUGUSTO,10,3071,4
VIA,VITRUVIO,30,2134,3
VIA,MARCELLO BENEDETTO,34,2128,3
VLE,MONTE NERO,34,3062,4
PLE,BARACCA FRANCESCO,6,6180,1
VIA,CELLINI BENVENUTO,3,3081,4
VIA,TESIO FEDERICO,15,6471,7
VIA,LA FARINA GIUSEPPE,1,1625,9
VIA,DEL CARMINE,3,130,1
VIA,IMPERIA,7,5266,5
VIA,VANNUCCI ATTO,22,4056,5
VIA,POERIO CARLO,3,3181,3
VIA,SANTA MARIA ALLA PORTA,10,620,1
CSO,SAN GOTTARDO,41,5203,5
VIA,BARDOLINO,30,5360,6
VLE,UMBRIA,21,3145,4
VIA,PISANI VITTOR,6,1201,2
VIA,MURATORI LODOVICO,6,4076,4
VIA,LORENTEGGIO,47,5132,6
VIA,BERGAMINI,11,325,1
VIA,DELLA SIGNORA,3,346,1
VIA,LICURGO,2,2351,2
LGO,AUGUSTO,7,315,1
VIA,ROSMINI ANTONIO,3,7132,1
VIA,DE BERNARDI LAMBERTO,1,3069,1
LGO,DOMODOSSOLA,2,6140,8
VIA,BATTISTOTTI SASSI LUISA,14,3273,4
VIA,PORRO LAMBERTENGHI LUIGI,1,1142,9
VIA,COLA DI RIENZO,48,6094,6
VIA,LODOVICO IL MORO,11,5290,6
VLE,AFFORI,1,1545,9
VLE,ABRUZZI,23,2177,3
VIA,GALLARATE,92,7420,8
VIA,LOCATELLI ANTONIO,2,1191,2
VLE,UMBRIA,85,3145,4
VIA,FATEBENEFRATELLI,2,144,1
VIA,PRINCIPE EUGENIO,28,7223,8
VIA,TADINO ALESSANDRO,13,2109,3
VIA,ADIGE,9,4216,5
VIA,BEZZECCA,8,3075,4
VIA,RIPAMONTI GIUSEPPE,104,4066,5
VIA,MAC MAHON,87,7221,8
VIA,CASSINIS GIOVANNI BATTISTA,76,4309,4
VLE,VITTORIO VENETO,30,2107,2
CSO,SEMPIONE,12,7137,1
VIA,ARGELATI FILIPPO,40,5152,6
VIA,SAN MARTINO,8,4016,1
VIA,CORNALIA EMILIO,12,1182,9
VLE,ZARA,13,1170,9
VIA,PROCACCINI GIULIO CESARE,28,7204,8
VIA,FAUCHE' GIOVANNI BATTISTA,11,7192,8
VIA,DAVANZATI BERNARDO,28,1284,9
VIA,PISANI VITTOR,31,1201,2
PZA,NAPOLI,9,5131,6
CSO,GARIBALDI GIUSEPPE,117,1010,1
VIA,MARONCELLI PIETRO,8,1113,9
VIA,FRASSINETTI ROMEO,28,6563,7
VIA,EUSTACHI BARTOLOMEO,13,2165,3
VIA,LUDOVICO DA VIADANA,2,399,1
VLE,BLIGNY,29,4045,5
VIA,SAN BERNARDO,36,4351,5
VIA,PASINETTI ANTONIO,8,4255,5
VIA,LODOVICO IL MORO,133,5290,6
VIA,VETERE,12,5185,1
VIA,GENTILI ALBERICO,1,6270,7
VLE,MONTE NERO,50,3062,4
VIA,MARGHERA,37,6280,7
VLE,SABOTINO,19,4046,5
VLE,PICENO,3,3114,4
ALZ,NAVIGLIO GRANDE,98,5144,6
VIA,SFORZA ASCANIO,41,5201,5
PZA,DUCA D'AOSTA,12,1200,2
PZA,DUCA D'AOSTA,8,1200,2
PZA,SANT' EUSTORGIO,2,5186,1
VIA,DE AMICIS EDMONDO,25,574,1
VIA,DURINI,27,313,1
VIA,LOMAZZO PAOLO,6,7079,8
VIA,MONTEVERDI CLAUDIO,15,2237,3
VIA,QUINTO ROMANO,56,6333,7
VLE,CERTOSA,134,7174,8
CSO,BUENOS AIRES,79,2129,3
CSO,VENTIDUE MARZO,19,3074,4
CSO,VERCELLI,37,6193,7
PLE,LOTTO LORENZO,5,6539,7
PZA,DEL DUOMO,17,1,1
VLE,FAENZA,25,5350,6
VIA,TORINO,47,543,1
VLE,SABOTINO,38,4046,5
LGO,DONEGANI GUIDO,2,1009,1
PZA,CINCINNATO,4,2125,3
VIA,MONTEGANI LODOVICO,68,5330,5
VIA,CIRILLO DOMENICO,12,7133,1
VIA,SAN PAOLO,15,212,1
VIA,BARACCHINI FLAVIO,9,356,1
VIA,CARDINALE MEZZOFANTI,24,3277,4
VIA,BANDELLO MATTEO,22,6214,1
VIA,LODOVICO IL MORO,55,5290,6
VLE,MONTE NERO,34,3062,4
VLE,CERTOSA,287,7174,8
VIA,CASATI FELICE,1,2122,3
VIA,FRIULI,7,3199,4
VIA,SANZIO RAFFAELLO,1,6283,7
VIA,DURANDO GIOVANNI,39,1466,9
VIA,PILO ROSOLINO,7,2189,3
VIA,GIANNONE PIETRO,10,7122,1
VIA,CARDANO GEROLAMO,8,1187,9
VIA,PESCHIERA,1,7329,1
VIA,MONTI VINCENZO,15,6155,1
VIA,LECCO,7,2110,3
VIA,LOMAZZO PAOLO,29,7079,8
VIA,ROSALES GASPARE,4,1110,9
CSO,CONCORDIA,2,3116,4
VIA,BORROMEI,4,632,1
VIA,BOFFALORA,116,5359,6
VIA,MESSINA,55,7211,8
VIA,PESTALOZZI GIOVANNI ENRICO,16,5294,6
VIA,CIRILLO DOMENICO,14,7133,1
VLE,FAENZA,2,5350,6
VLE,SARCA,73,1427,9
RIP,DI PTA TICINESE,51,5150,6
VIA,QUINTOSOLE,35,4357,5
VIA,SOTTOCORNO PASQUALE,17,3152,4
VIA,RICORDI GIOVANNI,8,2251,3
VIA,TADINO ALESSANDRO,5,2109,3
VLE,MONTELLO,14,7126,1
VIA,RUGGERO DI LAURIA,17,7163,8
VLE,MONTE NERO,48,3062,4
VIA,MELZO,24,2184,3
ALZ,NAVIGLIO PAVESE,10,5161,6
VIA,DOLCI CARLO,8,6555,7
VIA,NOVARA,342,6624,7
VIA,TAZZOLI ENRICO,6,1118,9
VLE,CASSALA,14,5275,6
VIA,ASTESANI ALESSANDRO,15,1558,9
VIA,CANTU' CESARE,3,573,1
VIA,MINCIO,9,4157,4
VLE,FORLANINI ENRICO,121,3318,4
VIA,MONTE ROSA,20,6388,8
VIA,NULLO FRANCESCO,14,3111,3
VIA,DE AMICIS EDMONDO,32,574,1
VIA,DEGLI OROMBELLI,18,2579,3
VLE,PASUBIO,8,1112,9
VIA,VITTANI GIOVANNI,1,7350,8
PLE,SIENA,8,6616,7
VIA,BATTAGLIA NATALE,2,2268,2
VIA,CONSOLE MARCELLO,2,7278,8
VIA,CANDIANI GIUSEPPE,130,1242,9
VIA,BAZZINI ANTONIO,34,2427,3
VLE,MONZA,51,2274,2
VIA,VALTELLINA,4,1188,9
CSO,SEMPIONE,48,7137,8
VIA,VOLTA ALESSANDRO,3,1018,1
PZA,SANTO STEFANO,5,354,1
VIA,VOGHERA,16,5123,6
VIA,ABBADESSE,30,1150,2
VIA,SIRTORI GIUSEPPE,10,2180,3
VIA,TAVAZZANO,6,7335,8
VLE,LAZIO,25,4089,4
VIA,PIANELL SALVATORE,32,1426,9
VIA,SOLFERINO,36,1028,1
PTA,PATTARI,2,299,1
VIA,GIUSTI GIUSEPPE,34,7127,1
VIA,ROVELLO,18,722,1
VIA,BAZZI CARLO,9,4222,5
VIA,SAVONA,10,5122,6
VLE,RICHARD GIULIO,1,5374,6
VIA,COSTANZA,2,6237,7
VIA,BORGOSPESSO,12,229,1
VIA,LOMBROSO CESARE,54,3334,4
VIA,FRUGONI CARLO INNOCENZO,1,1606,9
VIA,SAN RAFFAELE,6,207,1
VLE,ABRUZZI,19,2177,3
PZA,CARRARA FRANCESCO,23,5258,5
VIA,ROSSI PELLEGRINO,28,1510,9
VIA,RASTRELLI,6,324,1
VIA,SOTTOCORNO PASQUALE,6,3152,4
VLE,CERTOSA,32,7174,8
VIA,ZURETTI GIANFRANCO,25,1216,2
VIA,PIERO DELLA FRANCESCA,38,7188,8
VIA,SANZIO RAFFAELLO,4,6283,7
VIA,CANNIZZARO STANISLAO,6,6307,7
VIA,CADOLINI GIOVANNI,13,4098,4
PZA,DIAZ ARMANDO,3,339,1
VIA,BOLTRAFFIO GIAN ANTONIO,18,1149,9
VIA,CADORE,25,3077,4
VIA,FAUCHE' GIOVANNI BATTISTA,15,7192,8
VIA,ORTI,10,4031,1
VIA,POLIZIANO,3,7196,8
VLE,TIBALDI,17,5234,5
VIA,MORGAGNI TULLO,19,1386,2
VLE,PAPINIANO,57,5097,1
VIA,NOVARO MICHELE,1,1559,9
VLE,D'ANNUNZIO GABRIELE,7,5170,1
VIA,DELLE FORZE ARMATE,173,6643,7
VIA,DAL RE MARCANTONIO,38,7381,8
VIA,ALBRICCI ALBERICO,3,337,1
VIA,DEI TRANSITI,26,2284,2
VIA,SAVONA,86,5122,6
VIA,VITTADINI CARLO,7,4055,5
ALZ,NAVIGLIO GRANDE,26,5144,6
VIA,SPONTINI GASPARE,6,2141,3
CSO,DI PORTA NUOVA,48,1044,1
PLE,PRINCIPESSA CLOTILDE,10,1061,9
VIA,ANTONINI GIACOMO,28,4250,5
VIA,CAPECELATRO ALFONSO,91,6575,7
VIA,CARABELLI RODOLFO,7,4096,4
VIA,DELLA FERRERA,8,5451,6
VIA,DEL MARE,49,5318,5
VIA,EMILIANI SAN GEROLAMO,2,4082,4
VIA,PISONI GASTONE,1,142,1
VIA,TORTONA,26,5124,6
VLE,ROMAGNA,37,3102,3
VIA,ORSINI FELICE,78,7476,8
VIA,DEI ROSPIGLIOSI,42,6516,7
